Author Name,Affiliation,Google Scholar Link,Research Interests,Email Domain,Citations,Nation,,,,,
Christopher W. Lynn,"Assistant Professor of Physics, Quantitative Biology Institute, & Wu Tsai Institute, Yale ",https://scholar.google.com/citations?hl=en&user=o0wOf0cAAAAJ,"Biological Physics, Computational Neuroscience, Statistical Physics,  Network Science",yale.edu,1198,us,,,,,
Patrick Desrosiers,"CERVO Brain Research Center, Universit√© Laval",https://scholar.google.com/citations?hl=en&user=YAqE0O0AAAAJ,"complex networks, computational neuroscience, random matrices, algebraic combinatorics, integrable systems",phy.ulaval.ca,1197,ca,,,,,
Eduardo J. Izquierdo,"Associate Professor, Rose-Hulman Institute of Technology",https://scholar.google.com/citations?hl=en&user=KWCQjl0AAAAJ,"Computational Neuroethology, Computational Neuroscience, Artificial Life, Complex Systems",rose-hulman.edu,1195,us,,,,,
Jacob Sacks,University of Washington,https://scholar.google.com/citations?hl=en&user=Th4PuGkAAAAJ,"Machine Learning, Robotics, Computational Neuroscience",cs.washington.edu,1194,us,,,,,
Silvia Daun,Forschungszentrum J®πlich / Universit?t zu K?ln,https://scholar.google.com/citations?hl=en&user=N08t-7cAAAAJ,Computational Neuroscience,uni-koeln.de,1193,de,,,,,
Charles Rodenkirch,"Sharper Sense, Inc.",https://scholar.google.com/citations?hl=en&user=g5EzSJEAAAAJ,"Brain-Computer Interfaces, Neuromodulation, Computational Neuroscience, Systems Neuroscience",SharperSense.com,1193,us,,,,,
Nora Brackbill,Stanford University,https://scholar.google.com/citations?hl=en&user=xtcjYc8AAAAJ,"computational neuroscience, vision, biophysics",alumni.stanford.edu,1188,us,,,,,
yan karklin,"data scientist at knewton, inc",https://scholar.google.com/citations?hl=en&user=iavkuJ4AAAAJ,"machine learning for education, computational neuroscience, machine vision",karklin.com,1186,us,,,,,
Robert Law,,https://scholar.google.com/citations?hl=en&user=IIzh4LQAAAAJ,"Computational Neuroscience, Mathematical Neuroscience, Dynamical Systems, Network Theory",,1186,,,,,,
Itsaso Olasagasti,"Department of Neuroscience, University of Geneva",https://scholar.google.com/citations?hl=en&user=tvSFbmgAAAAJ,"computational neuroscience, language",unige.ch,1185,ch,,,,,
Richard Gerum,York University,https://scholar.google.com/citations?hl=en&user=ZiyybuAAAAAJ,"systems neuroscience, computational neuroscience, cognitive neuroscience, artificial intelligence, complex systems",fau.de,1184,de,,,,,
Steven Wiederman,The University of Adelaide,https://scholar.google.com/citations?hl=en&user=62ThIBwAAAAJ,"Computational Neuroscience, Visual Neuroscience, Neuroengineering, Robotics",adelaide.edu.au,1182,au,,,,,
Jason W Middleton,"Assistant Professor, Cell Biology and Anatomy, LSU Health Sciences Center - New Orleans",https://scholar.google.com/citations?hl=en&user=oQKwFfYAAAAJ,"Neuroscience, Auditory Neuroscience, Computational Neuroscience",lsuhsc.edu,1178,us,,,,,
Lennart Gustafsson,"Professor, EISLAB, Lule? University of Technology",https://scholar.google.com/citations?hl=en&user=yrzJr3MAAAAJ,"computational neuroscience, neural networks, sensory integration",ltu.se,1177,se,,,,,
Hiroshi Morioka,RIKEN Center for Advanced Intelligence Project (AIP),https://scholar.google.com/citations?hl=en&user=pt03Xx8AAAAJ,"Machine learning, Computational Neuroscience",riken.go.jp,1175,jp,,,,,
Hugo Fernandes,Singuli,https://scholar.google.com/citations?hl=en&user=JG7xb2AAAAAJ,"Machine Learning, Data Science, Computational Neuroscience",singuli.co,1170,co,,,,,
Nada Yousif,University of Hertfordshire,https://scholar.google.com/citations?hl=en&user=eT_UmRQAAAAJ,"Computational Neuroscience, Deep Brain Stimulation, Movement disorders, Motor control",herts.ac.uk,1169,uk,,,,,
Hui Lu,PI at George Washongton University,https://scholar.google.com/citations?hl=en&user=C-SJOiQAAAAJ,"Systems Neuroscience, Computational Neuroscience",gwu.edu,1165,us,,,,,
Sirawaj Itthipuripat,"Assistant Professor, Neuroscience Center for Research and Innovation, KMUTT",https://scholar.google.com/citations?hl=en&user=9_OqfXgAAAAJ,"Cognitive Neuroscience, Computational Neuroscience, Machine Learning, Data Science",mail.kmutt.ac.th,1162,th,,,,,
Leslie Carol Osborne,"Assistant Professor of Neurobiology, University of Chicag",https://scholar.google.com/citations?hl=en&user=FLP2G6kAAAAJ,"Computational neuroscience, neurophysiology, sensory-motor behavior",duke.edu,1159,us,,,,,
Hideyoshi Yanagisawa,University of Tokyo,https://scholar.google.com/citations?hl=en&user=F7k2iA0AAAAJ,"design, emotion, computational neuroscience, sense of agency",g.ecc.u-tokyo.ac.jp,1159,jp,,,,,
Golbarg Mehraei,"Ph.D Health Science and Technology, Harvard-MIT",https://scholar.google.com/citations?hl=en&user=fSY6MJ0AAAAJ,"Auditory Neuroscience, Computational Neuroscience",alum.mit.edu,1157,us,,,,,
Cristina Savin,NYU,https://scholar.google.com/citations?hl=en&user=muNtwgcAAAAJ,"Computational Neuroscience, Machine learning",nyu.edu,1155,us,,,,,
Ziqiang Wei,"Janelia Research Campus, HHMI",https://scholar.google.com/citations?hl=en&user=5XIozvEAAAAJ,"Statistical Neuroscience, Computational Neuroscience, Systems Neuroscience",janelia.hhmi.org,1151,us,,,,,
Francisco Cervantes-Perez,"Presidente de la Red de Universidades de PROEDUCA en Mesoam®¶rica,",https://scholar.google.com/citations?hl=en&user=XbtqJIgAAAAJ,"Neual Networks, Computational Neuroscience, Artificial Inelligence, Intelligent Decision Suport Systems, Educational Technology",unir.net,1146,es,,,,,
Bernhard Vogginger,Technische Universit?t Dresden,https://scholar.google.com/citations?hl=en&user=jkfLkBwAAAAJ,"neuromorphic hardware, deep learning, computational neuroscience",tu-dresden.de,1137,de,,,,,
Gustavo Patow,"Professor at the Department of Computer Science and Applied Mathematics, Universitat de",https://scholar.google.com/citations?hl=en&user=w2kGazcAAAAJ,"Computer Graphics, Computational Neuroscience",imae.udg.edu,1132,es,,,,,
Casey Diekman,"Associate Professor, New Jersey Institute of Technology",https://scholar.google.com/citations?hl=en&user=mRnVrj8AAAAJ,"Mathematical Biology, Computational Neuroscience, Dynamical Systems, Circadian Rhythms",njit.edu,1130,us,,,,,
Randolph Voorhies,CTO @ inVia Robotics,https://scholar.google.com/citations?hl=en&user=dPeNhVoAAAAJ,"Computer Vision, Robotics, Computational Neuroscience",,1128,us,,,,,
Geir Halnes,PhD,https://scholar.google.com/citations?hl=en&user=68xilNsAAAAJ,"computational neuroscience, biophysics",nmbu.no,1127,no,,,,,
Giuseppe Lisi,"Former Computational Neuroscience Labs, ATR, Kyoto, Japan",https://scholar.google.com/citations?hl=en&user=3PSs6BAAAAAJ,"Machine Learning, Robotics, Artificial Intelligence, Computational Neuroscience",atr.jp,1124,jp,,,,,
?ukasz Ku?mierz,Allen Institute,https://scholar.google.com/citations?hl=en&user=U6B_HNYAAAAJ,computational neuroscience,alleninstitute.org,1123,us,,,,,
Aurel A. Lazar,"Professor of Electrical Engineering, Columbia University",https://scholar.google.com/citations?hl=en&user=7e8fbVYAAAAJ,"Computational Neuroscience, Systems Neuroscience",ee.columbia.edu,1121,us,,,,,
Liron Sheintuch,"UCLA, David Geffen School of Medicine",https://scholar.google.com/citations?hl=en&user=IigAslQAAAAJ,"Systems Neuroscience, Learning and Memory, Computational Neuroscience, Neural Coding",mednet.ucla.edu,1121,us,,,,,
Jil Meier,Postdoctoral Researcher at Charit®¶ Berlin,https://scholar.google.com/citations?hl=en&user=hCsHHHkAAAAJ,"Network Science,?Network Neuroscience,?Computational Neuroscience",charite.de,1121,de,,,,,
Davide Momi,Post-Doctoral Research Fellow @ CAMH,https://scholar.google.com/citations?hl=en&user=I-BACCgAAAAJ,"Computational Neuroscience, Neuroimaging, Electrophysiology, Cognitive Neuroscience, Neuroinformatics",camh.ca,1121,ca,,,,,
Qi Xu ,"Dalian University of Technology, Zhejiang University, University of Leicester",https://scholar.google.com/citations?hl=en&user=dGEcAuYAAAAJ,"Brain-inspired Computing, Spiking Neural Networks, Computational Neuroscience, Neuromorphic",leicester.ac.uk,1118,uk,,,,,
John David Griffiths,"Scientist and Assistant Professor, CAMH and University of Toronto",https://scholar.google.com/citations?hl=en&user=xwkt6aQAAAAJ,"Computational neuroscience, cognitive neuroscience, neuroimaging, neuroinformatics",camh.ca,1118,ca,,,,,
J. Alexander Bae,"Postdoctoral Fellow, Seoul National University",https://scholar.google.com/citations?hl=en&user=9q9UE40AAAAJ,"Connectomics, Computational Neuroscience, Artificial Intelligence",snu.ac.kr,1116,kr,,,,,
Courtney Spoerer,"Medical Research Council, Cognition and Brain Sciences Unit",https://scholar.google.com/citations?hl=en&user=ejIwr6AAAAAJ,computational neuroscience,mrc-cbu.cam.ac.uk,1115,uk,,,,,
Runpeng Liu,MIT,https://scholar.google.com/citations?hl=en&user=VpN1s0YAAAAJ,"assistive technology, computational neuroscience, medical informatics",mit.edu,1114,us,,,,,
Erfan Nozari,"University of California, Riverside",https://scholar.google.com/citations?hl=en&user=4zyG-jcAAAAJ,"Systems and Control Theory,?Computational Neuroscience,?Theoretical Neuroscience",ucr.edu,1111,us,,,,,
Maxime JR Beau,"PhD candidate, University College London",https://scholar.google.com/citations?hl=en&user=dwvkuEAAAAAJ,"Systems neuroscience, computational neuroscience",ucl.ac.uk,1108,uk,,,,,
Angela Lombardi,Politecnico di Bari,https://scholar.google.com/citations?hl=en&user=ZAVPJfwAAAAJ,"XAI, Trustworthy AI, Computational Neuroscience, Human-centered AI, Machine Learning",poliba.it,1105,it,,,,,
Hua (Oliver) Xie,Children's National Hospital,https://scholar.google.com/citations?hl=en&user=j5xPZdAAAAAJ,"fMRI,?computational neuroscience,?machine learning,?naturalistic neuroimaging",childrensnational.org,1103,us,,,,,
Braden AW Brinkman,Assistant Professor in Neurobiology and Behavior at Stony Brook University,https://scholar.google.com/citations?hl=en&user=tO08cH4AAAAJ,"Computational neuroscience, Neural coding, Non-equilibrium statistical mechanics, Critical phenomena and phase transitions, Comp",stonybrook.edu,1102,us,,,,,
Jessica Chemali,Carnegie Mellon University,https://scholar.google.com/citations?hl=en&user=qWTdUwkAAAAJ,"Computational Neuroscience, Machine Learning, Anesthesia, Artificial Intelligence, Brain Machine Interface",andrew.cmu.edu,1100,us,,,,,
Petr Marsalek,"Professor of Medical Biophysics and Informatics, Charles University in Prague",https://scholar.google.com/citations?hl=en&user=vCSk5pMAAAAJ,"Audition, Acoustic or Biomedical Engineering, Computational Neuroscience, Physiology, Vision",LF1.CUNI.CZ,1097,cz,,,,,
Hiroshi Yamada,University of Tsukuba,https://scholar.google.com/citations?hl=en&user=Z6cM6KEAAAAJ,"Neuroscience,?Neuroeconomics,?Computational Neuroscience",md.tsukuba.ac.jp,1092,jp,,,,,
Alberto Antonietti,Politecnico di Milano,https://scholar.google.com/citations?hl=en&user=sNTLLMkAAAAJ,"Neuroengineering,?Computational Neuroscience,?Neurorobotics,?Brain Modelling,?Biomedical Engineering",polimi.it,1089,it,,,,,
Siwei Bai,Technische Universit?t M®πnchen; University of New South Wales,https://scholar.google.com/citations?hl=en&user=wGF_uPsAAAAJ,"Biomedical Engineering, Medical Device, Brain Stimulation, Neuroprosthetics, Computational Neuroscience",tum.de,1087,de,,,,,
Thomas Voegtlin,INRIA,https://scholar.google.com/citations?hl=en&user=nReDZEgAAAAJ,"Neural Networks, Machine Learning, Computational Neuroscience",inria.fr,1085,fr,,,,,
Rylan Schaeffer,Stanford University,https://scholar.google.com/citations?hl=en&user=6tMEGz8AAAAJ,"artificial intelligence,?machine learning,?computational neuroscience",stanford.edu,1084,us,,,,,
Philippe Vincent-Lamarre,Universit®¶ de Montr®¶al,https://scholar.google.com/citations?hl=en&user=WbKEzOIAAAAJ,"Metascience, Computational neuroscience, Computational linguistics, Synaptic physiology",umontreal.ca,1081,ca,,,,,
Teppei Matsui,Doshisha University,https://scholar.google.com/citations?hl=en&user=256OVk0AAAAJ,"Systems Neuroscience,?Computational Neuroscience",mail.doshisha.ac.jp,1080,jp,,,,,
Jan Clemens,European Neuroscience Institute,https://scholar.google.com/citations?hl=en&user=vH8m8D4AAAAJ,computational neuroscience,eni-g.de,1076,de,,,,,
Mario Negrello,Verified email at erasmusmc.nl,https://scholar.google.com/citations?hl=en&user=MLa6DGUAAAAJ,"Neuroscience,?Computational Neuroscience,?Evolutionary Robotics,?Neurodynamics,?Whole Brain Dynamics",erasmusmc.nl,1076,nl,,,,,
Samuel Thorpe,"Koneksa Health, Inc.",https://scholar.google.com/citations?hl=en&user=PN-evJUAAAAJ,"Cognitive Neuroscience, Cerebral Hemodynamics, Computational Neuroscience, Developmental Neuroscience.",koneksahealth.com,1074,us,,,,,
Nicolas Fr®¶maux,"PhD student, Brain Mind Institiute, Ecole Polytechnique de Lausanne",https://scholar.google.com/citations?hl=en&user=A_77K_EAAAAJ,Computational Neuroscience,epfl.ch,1073,ch,,,,,
Ahmed Shaheen,Alexandria Faculty of Medicine,https://scholar.google.com/citations?hl=en&user=mRCNMuYAAAAJ,Computational Neuroscience,alexmed.edu.eg,1073,eg,,,,,
Pascal Grange,Duke Kunshan University,https://scholar.google.com/citations?hl=en&user=Fae1xu0AAAAJ,"Theoretical physics,?Computational neuroscience",polytechnique.org,1072,fr,,,,,
Rodrigo Freire Oliveira,Universidade do Minho,https://scholar.google.com/citations?hl=en&user=vSXJ1koAAAAJ,"Neuroscience, computational neuroscience, Dopamine",med.uminho.pt,1071,pt,,,,,
Christopher H Donahue,Wispr,https://scholar.google.com/citations?hl=en&user=jxu00xAAAAAJ,"BCI,?wearables,?computational neuroscience",,1069,global,,,,,
Tilo Schwalger,TU Berlin,https://scholar.google.com/citations?hl=en&user=exZ1seUAAAAJ,"stochastic processes,?theoretical neuroscience,?computational neuroscience",bccn-berlin.de,1066,de,,,,,
Christian Pehle,"NeuroAI Scholar, Cold Spring Harbor Laboratory",https://scholar.google.com/citations?hl=en&user=FzRMI38AAAAJ,"Machine Learning, Computational Neuroscience, Theoretical Physics, Brain-inspired Computing",cshl.edu,1066,us,,,,,
Tomer Fekete,Verified email at mail.huji.ac.il,https://scholar.google.com/citations?hl=en&user=v9t8SUwAAAAJ,"Computational Neuroscience, Systems Neuroscience, Philosophy of Neuroscience",mail.huji.ac.il,1065,il,,,,,
DaHui Wang,"School of Systems Science,Beijing Normal University",https://scholar.google.com/citations?hl=en&user=6BkFUZcAAAAJ,"Computational Neuroscience, Systems Science, Physics",bnu.edu.cn,1065,cn,,,,,
Randal Koene,Carboncopies Foundation for Brain Research,https://scholar.google.com/citations?hl=en&user=M5w2EZMAAAAJ,"Computational Neuroscience,?Neural Prosthesis,?AI",carboncopies.org,1065,us,,,,,
Runzhe Yang,Princeton University,https://scholar.google.com/citations?hl=en&user=gnox0EsAAAAJ,"Natural Language Processing, Reinforcement Learning, Computational Neuroscience",princeton.edu,1064,us,,,,,
Mohammad Niknazar,"Former Postdoctoral Researcher at University of California, Riverside",https://scholar.google.com/citations?hl=en&user=yMTRv5AAAAAJ,"Signal Processing, Speech Processing, Machine Learning, Deep Learning, Computational Neuroscience",ucr.edu,1063,us,,,,,
"Vincent Valton, Ph.D.",Senior Machine Learning Data Scientist at ?URA,https://scholar.google.com/citations?hl=en&user=dl806N8AAAAJ,"Mathematical modelling, Computational Neuroscience, Probabilistic Modelling, Reinforcement Learning",ucl.ac.uk,1062,uk,,,,,
Johnatan (Yonatan) Aljadeff,UCSD,https://scholar.google.com/citations?hl=en&user=Q7OY_NkAAAAJ,"Theoretical Neuroscience, Computational Neuroscience, Statistical Physics",ucsd.edu,1061,us,,,,,
Giles Story,University College London,https://scholar.google.com/citations?hl=en&user=LDiIUtAAAAAJ,"Psychiatry, Reinforcement Learning, Computational Neuroscience",ucl.ac.uk,1055,uk,,,,,
Alex Kell,Head of AI & Eng at Stealth Startup,https://scholar.google.com/citations?hl=en&user=_FKq-JMAAAAJ,"deep learning, audio, computational neuroscience",mit.edu,1054,us,,,,,
Nadav Yayon,Cambridge Stem Cell Institute,https://scholar.google.com/citations?hl=en&user=o6IvHAQAAAAJ,"spatial trascriptomics, microscopy, computational neuroscience, statistics",cam.ac.uk,1053,uk,,,,,
Yizhen Zhang,"Postdoctoral Scholar, UC San Francisco",https://scholar.google.com/citations?hl=en&user=o6IvHAQAAAAJ,"Brain-inspired AI, Multimodal learning, Computational neuroscience",ucsf.edu,1052,us,,,,,
Alessio Paolo Buccino,Allen Institute for Neural Dynamics,https://scholar.google.com/citations?hl=en&user=UmLW1NAAAAAJ,"Neuroengineering, Computational Neuroscience, Neuroinformatics",alleninstitute.org,1051,us,,,,,
Yalda Mohsenzadeh,Western University & Vector Institute for Artificial Intelligence,https://scholar.google.com/citations?hl=en&user=xZIgSigAAAAJ,"Human-Machine Intelligence, Computational Neuroscience, Artificial Intelligence, Human Brain Imaging, Deep Learning",uwo.ca,1050,ca,,,,,
